WKT,Tree ID,Date,Locality,Collector,Species,Lat,Lon,ele
"POINT (-80.15536697 25.67788401)",F251,6/3/24,Bill Baggs state Park,Quinteros.Zexuan.Zhengren,Aurea,25.67788401,-80.15536697,7.651167
"POINT (-80.15652199 25.67806103)",F252,6/3/24,Bill Baggs state Park,Quinteros.Zexuan.Zhengren,Aurea,25.67806103,-80.15652199,8.854827
"POINT (-80.15669902 25.67799004)",F253,6/3/24,Bill Baggs state Park,Quinteros.Zexuan.Zhengren,Aurea,25.67799004,-80.15669902,8.574905
"POINT (-80.15480597 25.67149004)",F254,6/3/24,Bill Baggs state Park,Quinteros.Zexuan.Zhengren,Aurea,25.67149004,-80.15480597,7.95908
"POINT (-80.15485399 25.67164804)",F255,6/3/24,Bill Baggs state Park,Quinteros.Zexuan.Zhengren,Aurea,25.67164804,-80.15485399,7.847112
"POINT (-80.15477898 25.67167)",F256,6/3/24,Bill Baggs state Park,Quinteros.Zexuan.Zhengren,Aurea,25.67167,-80.15477898,7.753805
"POINT (-80.15462299 25.67163404)",F257,6/3/24,Bill Baggs state Park,Quinteros.Zexuan.Zhengren,Aurea,25.67163404,-80.15462299,8.117702
"POINT (-80.15506497 25.671411)",F258,6/3/24,Bill Baggs state Park,Quinteros.Zexuan.Zhengren,Aurea,25.671411,-80.15506497,8.22034
"POINT (-80.15516303 25.67138099)",F259,6/3/24,Bill Baggs state Park,Quinteros.Zexuan.Zhengren,Aurea,25.67138099,-80.15516303,8.052387
"POINT (-80.15522598 25.67115803)",F260,6/3/24,Bill Baggs state Park,Quinteros.Zexuan.Zhengren,Aurea,25.67115803,-80.15522598,8.565575
"POINT (-80.15547602 25.67114504)",F261,6/3/24,Bill Baggs state Park,Quinteros.Zexuan.Zhengren,Aurea,25.67114504,-80.15547602,8.248331
"POINT (-80.15543704 25.67079702)",F262,6/3/24,Bill Baggs state Park,Quinteros.Zexuan.Zhengren,Aurea,25.67079702,-80.15543704,6.559476
"POINT (-80.15550996 25.67056099)",F263,6/3/24,Bill Baggs state Park,Quinteros.Zexuan.Zhengren,Aurea,25.67056099,-80.15550996,8.294985
"POINT (-80.15545296 25.67028103)",F264,6/3/24,Bill Baggs state Park,Quinteros.Zexuan.Zhengren,Aurea,25.67028103,-80.15545296,7.044672
"POINT (-80.15488802 25.670203)",F265,6/3/24,Bill Baggs state Park,Quinteros.Zexuan.Zhengren,Aurea,25.670203,-80.15488802,8.136363
"POINT (-80.15481099 25.67051598)",F266,6/3/24,Bill Baggs state Park,Quinteros.Zexuan.Zhengren,Aurea,25.67051598,-80.15481099,8.211009
"POINT (-80.15509497 25.67061698)",F267,6/3/24,Bill Baggs state Park,Quinteros.Zexuan.Zhengren,Aurea,25.67061698,-80.15509497,8.584236
"POINT (-80.154726 25.67091999)",F268,6/3/24,Bill Baggs state Park,Quinteros.Zexuan.Zhengren,Aurea,25.67091999,-80.154726,8.518922
"POINT (-80.15499104 25.67110397)",F269,6/3/24,Bill Baggs state Park,Quinteros.Zexuan.Zhengren,Aurea,25.67110397,-80.15499104,7.791128
"POINT (-80.15527996 25.66986102)",F270,6/3/24,Bill Baggs state Park,Quinteros.Zexuan.Zhengren,Aurea,25.66986102,-80.15527996,5.39314
"POINT (-80.15588103 25.669426)",F271,6/3/24,Bill Baggs state Park,Quinteros.Zexuan.Zhengren,Aurea,25.669426,-80.15588103,5.878336
"POINT (-80.15645804 25.66849804)",F272,6/3/24,Bill Baggs state Park,Quinteros.Zexuan.Zhengren,Aurea,25.66849804,-80.15645804,7.28727
"POINT (-80.15672299 25.66788699)",F273,6/3/24,Bill Baggs state Park,Quinteros.Zexuan.Zhengren,Aurea,25.66788699,-80.15672299,8.071049
"POINT (-80.15681804 25.66774802)",F274,6/3/24,Bill Baggs state Park,Quinteros.Zexuan.Zhengren,Aurea,25.66774802,-80.15681804,7.613844
"POINT (-80.15703497 25.66749296)",F275,6/3/24,Bill Baggs state Park,Quinteros.Zexuan.Zhengren,Aurea,25.66749296,-80.15703497,8.0
"POINT (-80.15726496 25.66739799)",F276,6/3/24,Bill Baggs state Park,Quinteros.Zexuan.Zhengren,Aurea,25.66739799,-80.15726496,7.949749
"POINT (-80.15716002 25.66730403)",F277,6/3/24,Bill Baggs state Park,Quinteros.Zexuan.Zhengren,Aurea,25.66730403,-80.15716002,7.744474
"POINT (-80.15715499 25.66720303)",F278,6/3/24,Bill Baggs state Park,Quinteros.Zexuan.Zhengren,Aurea,25.66720303,-80.15715499,8.976126
"POINT (-80.15690899 25.66728802)",F279,6/3/24,Bill Baggs state Park,Quinteros.Zexuan.Zhengren,Aurea,25.66728802,-80.15690899,8.668213
"POINT (-80.15796603 25.66704797)",F280,6/3/24,Bill Baggs state Park,Quinteros.Zexuan.Zhengren,Aurea,25.66704797,-80.15796603,8.789512
"POINT (-80.15926296 25.66722097)",F281,6/3/24,Bill Baggs state Park,Quinteros.Zexuan.Zhengren,Aurea,25.66722097,-80.15926296,8.0
"POINT (-80.15940503 25.66681403)",F282,6/3/24,Bill Baggs state Park,Quinteros.Zexuan.Zhengren,Aurea,25.66681403,-80.15940503,9.582621
"POINT (-80.37832199 25.75457197)",F100,5/31/24,FIU,Quinteros.Zexuan,UNK,25.75457197,-80.37832199,8.49093
"POINT (-80.156034 25.67537899)",F285,5/20/25,Bill Baggs state Park,Quinteros.Zexuan.Zhengren,Aurea,25.67537899,-80.156034,8.836165
"POINT (-80.15544601 25.67596598)",F286,5/20/25,Bill Baggs state Park,Quinteros.Zexuan.Zhengren,Aurea,25.67596598,-80.15544601,7.710938
"POINT (-80.15589997 25.67788401)",F287,5/20/25,Bill Baggs state Park,Quinteros.Zexuan.Zhengren,Aurea,25.67788401,-80.15589997,7.648438
"POINT (-80.15572898 25.67649898)",F288,5/20/25,Bill Baggs state Park,Quinteros.Zexuan.Zhengren,Aurea,25.67649898,-80.15572898,12.428481
"POINT (-80.15440799 25.67139097)",F289,5/20/25,Bill Baggs state Park,Quinteros.Zexuan.Zhengren,Aurea,25.67139097,-80.15440799,6.456839
"POINT (-80.156739 25.66680003)",F290,5/20/25,Bill Baggs state Park,Quinteros.Zexuan.Zhengren,Aurea,25.66680003,-80.156739,13.725448
"POINT (-80.15667303 25.66674303)",F291,5/20/25,Bill Baggs state Park,Quinteros.Zexuan.Zhengren,Aurea,25.66674303,-80.15667303,14.490564
"POINT (-80.16087203 25.67551402)",F292,5/20/25,Bill Baggs state Park,Quinteros.Zexuan.Zhengren,Aurea,25.67551402,-80.16087203,5.785029
"POINT (-80.11292101 26.06740898)",F293,5/21/25,Dr. Von D. Mizell State Park,Quinteros.Zexuan.Zhengren,Aurea,26.06740898,-80.11292101,6.942035
"POINT (-80.11279796 26.06772498)",F294,5/21/25,Dr. Von D. Mizell State Park,Quinteros.Zexuan.Zhengren,Aurea,26.06772498,-80.11279796,8.173686
"POINT (-80.10310303 26.14252701)",F295,5/21/25,Dr. Von D. Mizell State Park,Quinteros.Zexuan.Zhengren,Aurea,26.14252701,-80.10310303,10.450375
"POINT (-80.10315098 26.142237)",F296,5/21/25,Dr. Von D. Mizell State Park,Quinteros.Zexuan.Zhengren,Aurea,26.142237,-80.10315098,12.41915
"POINT (-80.10327 26.14183199)",F297,5/21/25,Dr. Von D. Mizell State Park,Quinteros.Zexuan.Zhengren,Aurea,26.14183199,-80.10327,11.019547
"POINT (-80.10331099 26.14169402)",F298,5/21/25,Dr. Von D. Mizell State Park,Quinteros.Zexuan.Zhengren,Aurea,26.14169402,-80.10331099,11.495412
"POINT (-80.103241 26.14168597)",F299,5/21/25,Dr. Von D. Mizell State Park,Quinteros.Zexuan.Zhengren,Aurea,26.14168597,-80.103241,12.867024
"POINT (-81.37350703 25.980002)",F300,5/22/25,Fakahatchee State Park,Quinteros.Zexuan.Zhengren,Aurea,25.980002,-81.37350703,11.234153
"POINT (-81.37678896 25.97997702)",F301,5/22/25,Fakahatchee State Park,Quinteros.Zexuan.Zhengren,Aurea,25.97997702,-81.37678896,12.204545
"POINT (-81.39482497 25.97998498)",F302,5/22/25,Fakahatchee State Park,Quinteros.Zexuan.Zhengren,Citrifolia,25.97998498,-81.39482497,13.464844
"POINT (-81.40033297 25.97992203)",F303,5/22/25,Fakahatchee State Park,Quinteros.Zexuan.Zhengren,Aurea,25.97992203,-81.40033297,12.587103
"POINT (-81.40625797 25.97989202)",F304,5/22/25,Fakahatchee State Park,Quinteros.Zexuan.Zhengren,Aurea,25.97989202,-81.40625797,14.02403
"POINT (-81.40715098 25.97988297)",F305,5/22/25,Fakahatchee State Park,Quinteros.Zexuan.Zhengren,Aurea,25.97988297,-81.40715098,15.339657
"POINT (-81.41105401 25.98268898)",F306,5/22/25,Fakahatchee State Park,Quinteros.Zexuan.Zhengren,Aurea,25.98268898,-81.41105401,7.735144
"POINT (-81.41107304 25.98354603)",F307,5/22/25,Fakahatchee State Park,Quinteros.Zexuan.Zhengren,Aurea,25.98354603,-81.41107304,10.758287
"POINT (-81.41108796 25.98613202)",F308,5/22/25,Fakahatchee State Park,Quinteros.Zexuan.Zhengren,Aurea,25.98613202,-81.41108796,13.510841
"POINT (-81.41105996 25.98729501)",F309,5/22/25,Fakahatchee State Park,Quinteros.Zexuan.Zhengren,Aurea,25.98729501,-81.41105996,12.745725
"POINT (-81.41112903 25.98790202)",F310,5/22/25,Fakahatchee State Park,Quinteros.Zexuan.Zhengren,Aurea,25.98790202,-81.41112903,9.1875
"POINT (-81.41111696 25.99241601)",F311,5/22/25,Fakahatchee State Park,Quinteros.Zexuan.Zhengren,Aurea,25.99241601,-81.41111696,7.137979
"POINT (-81.411153 25.99414797)",F312,5/22/25,Fakahatchee State Park,Quinteros.Zexuan.Zhengren,Aurea,25.99414797,-81.411153,7.492546
"POINT (-81.41114999 25.997921)",F313,5/22/25,Fakahatchee State Park,Quinteros.Zexuan.Zhengren,Aurea,25.997921,-81.41114999,8.649551
"POINT (-81.411166 25.99843699)",F314,5/22/25,Fakahatchee State Park,Quinteros.Zexuan.Zhengren,Aurea,25.99843699,-81.411166,7.613844
"POINT (-81.41121503 25.99942404)",F315,5/22/25,Fakahatchee State Park,Quinteros.Zexuan.Zhengren,Aurea,25.99942404,-81.41121503,11.25
"POINT (-81.41119801 26.00203802)",F316,5/22/25,Fakahatchee State Park,Quinteros.Zexuan.Zhengren,Aurea,26.00203802,-81.41119801,9.144078
"POINT (-81.41113699 26.00756002)",F317,5/22/25,Fakahatchee State Park,Quinteros.Zexuan.Zhengren,Aurea,26.00756002,-81.41113699,10.748957
"POINT (-81.411123 26.00744803)",F318,5/22/25,Fakahatchee State Park,Quinteros.Zexuan.Zhengren,Aurea,26.00744803,-81.411123,11.392775
"POINT (-81.41117396 26.00780401)",F319,5/22/25,Fakahatchee State Park,Quinteros.Zexuan.Zhengren,Aurea,26.00780401,-81.41117396,9.582621
"POINT (-81.41124101 26.00782597)",F320,5/22/25,Fakahatchee State Park,Quinteros.Zexuan.Zhengren,Aurea,26.00782597,-81.41124101,10.608996
"POINT (-80.12941601 25.91501702)",F321,5/23/25,Oleta River State Park,Quinteros.Zexuan.Zhengren,Aurea,25.91501702,-80.12941601,9.57329
"POINT (-80.12902298 25.91506999)",F322,5/23/25,Oleta River State Park,Quinteros.Zexuan.Zhengren,Aurea,25.91506999,-80.12902298,8.733527
"POINT (-80.12966 25.91440799)",F323,5/23/25,Oleta River State Park,Quinteros.Zexuan.Zhengren,Aurea,25.91440799,-80.12966,6.988281
"POINT (-80.12938801 25.91208796)",F324,5/23/25,Oleta River State Park,Quinteros.Zexuan.Zhengren,Aurea,25.91208796,-80.12938801,5.542431
"POINT (-80.12924996 25.91136804)",F325,5/23/25,Oleta River State Park,Quinteros.Zexuan.Zhengren,Aurea,25.91136804,-80.12924996,6.484831
"POINT (-80.12916598 25.91146502)",F326,5/23/25,Oleta River State Park,Quinteros.Zexuan.Zhengren,Aurea,25.91146502,-80.12916598,7.296601
"POINT (-80.12953302 25.91128497)",F327,5/23/25,Oleta River State Park,Quinteros.Zexuan.Zhengren,Aurea,25.91128497,-80.12953302,6.596799
"POINT (-80.129702 25.91106403)",F328,5/23/25,Oleta River State Park,Quinteros.Zexuan.Zhengren,Aurea,25.91106403,-80.129702,6.214241
"POINT (-80.129818 25.91057603)",F329,5/23/25,Oleta River State Park,Quinteros.Zexuan.Zhengren,Aurea,25.91057603,-80.129818,5.281171
"POINT (-80.13021698 25.90932101)",F330,5/23/25,Oleta River State Park,Quinteros.Zexuan.Zhengren,Aurea,25.90932101,-80.13021698,5.113219
"POINT (-80.13023299 25.90923401)",F331,5/23/25,Oleta River State Park,Quinteros.Zexuan.Zhengren,Aurea,25.90923401,-80.13023299,5.980973
"POINT (-80.13013199 25.90900702)",F332,5/23/25,Oleta River State Park,Quinteros.Zexuan.Zhengren,Aurea,25.90900702,-80.13013199,5.896997
"POINT (-80.130105 25.90889898)",F333,5/23/25,Oleta River State Park,Quinteros.Zexuan.Zhengren,Aurea,25.90889898,-80.130105,5.467785
"POINT (-80.13026602 25.90784697)",F334,5/23/25,Oleta River State Park,Quinteros.Zexuan.Zhengren,Aurea,25.90784697,-80.13026602,4.795976
"POINT (-80.13198003 25.90742896)",F335,5/23/25,Oleta River State Park,Quinteros.Zexuan.Zhengren,Aurea,25.90742896,-80.13198003,7.212625
"POINT (-80.13211699 25.90721003)",F336,5/23/25,Oleta River State Park,Quinteros.Zexuan.Zhengren,Aurea,25.90721003,-80.13211699,4.637354
"POINT (-80.13237499 25.90674198)",F337,5/23/25,Oleta River State Park,Quinteros.Zexuan.Zhengren,Citrifolia,25.90674198,-80.13237499,5.523769
"POINT (-80.13244003 25.90675799)",F338,5/23/25,Oleta River State Park,Quinteros.Zexuan.Zhengren,Aurea/Citrifolia?,25.90675799,-80.13244003,8.582031
"POINT (-80.13268403 25.90689898)",F339,5/23/25,Oleta River State Park,Quinteros.Zexuan.Zhengren,Citrifolia,25.90689898,-80.13268403,2.593932
"POINT (-80.13217801 25.90767799)",F340,5/23/25,Oleta River State Park,Quinteros.Zexuan.Zhengren,Aurea,25.90767799,-80.13217801,3.732277
"POINT (-80.13152104 25.908428)",F341,5/23/25,Oleta River State Park,Quinteros.Zexuan.Zhengren,Aurea,25.908428,-80.13152104,10.472656
"POINT (-80.13132096 25.90854501)",F342,5/23/25,Oleta River State Park,Quinteros.Zexuan.Zhengren,Aurea,25.90854501,-80.13132096,2.258027
"POINT (-80.13154501 25.90860603)",F343,5/23/25,Oleta River State Park,Quinteros.Zexuan.Zhengren,Aurea,25.90860603,-80.13154501,2.015429
"POINT (-80.13042402 25.91040999)",F344,5/23/25,Oleta River State Park,Quinteros.Zexuan.Zhengren,Aurea,25.91040999,-80.13042402,6.148926
"POINT (-80.13052502 25.91021896)",F345,5/23/25,Oleta River State Park,Quinteros.Zexuan.Zhengren,Aurea,25.91021896,-80.13052502,6.523438
"POINT (-80.12936999 25.91751298)",F346,5/23/25,Oleta River State Park,Quinteros.Zexuan.Zhengren,Citrifolia,25.91751298,-80.12936999,12.176553
"POINT (-82.3401183 29.6447126)",F283,5/20/25,Gainesville,Gainesville,Pumila,29.6447126,-82.3401183,
"POINT (-82.3401197 29.6447127)",F284,5/20/25,Gainesville,Gainesville,Pumila,29.6447127,-82.3401197,
